Date,NFLX
2023-10-09,38.595001220703125
2023-10-10,37.332000732421875
2023-10-11,36.59299850463867
2023-10-12,36.119998931884766
2023-10-13,35.56800079345703
2023-10-16,36.082000732421875
2023-10-17,35.571998596191406
2023-10-18,34.61899948120117
2023-10-19,40.176998138427734
2023-10-20,40.09600067138672
2023-10-23,40.683998107910156
2023-10-24,41.37300109863281
2023-10-25,41.125
2023-10-26,40.354000091552734
2023-10-27,39.7869987487793
2023-10-30,41.007999420166016
2023-10-31,41.16899871826172
2023-11-01,42.01900100708008
2023-11-02,42.47100067138672
2023-11-03,43.236000061035156
2023-11-06,43.4739990234375
2023-11-07,43.46099853515625
2023-11-08,43.665000915527344
2023-11-09,43.51499938964844
2023-11-10,44.7239990234375
2023-11-13,44.46200180053711
2023-11-14,44.8650016784668
2023-11-15,46.194000244140625
2023-11-16,46.69499969482422
2023-11-17,46.590999603271484
2023-11-20,47.446998596191406
2023-11-21,47.494998931884766
2023-11-22,47.79999923706055
2023-11-24,47.95600128173828
2023-11-27,47.91699981689453
2023-11-28,47.900001525878906
2023-11-29,47.71900177001953
2023-11-30,47.39699935913086
2023-12-01,46.57400131225586
2023-12-04,45.38999938964844
2023-12-05,45.51499938964844
2023-12-06,44.67300033569336
2023-12-07,45.20000076293945
2023-12-08,45.375999450683594
2023-12-11,45.98899841308594
2023-12-12,46.29999923706055
2023-12-13,47.99800109863281
2023-12-14,46.983001708984375
2023-12-15,47.20600128173828
2023-12-18,48.61199951171875
2023-12-19,49.50199890136719
2023-12-20,48.926998138427734
2023-12-21,49.1609992980957
2023-12-22,48.67599868774414
2023-12-26,49.11899948120117
2023-12-27,49.17900085449219
2023-12-28,49.05099868774414
2023-12-29,48.6879997253418
2024-01-02,46.849998474121094
2024-01-03,47.0260009765625
2024-01-04,47.46699905395508
2024-01-05,47.40599822998047
2024-01-08,48.50299835205078
2024-01-09,48.20899963378906
2024-01-10,47.83300018310547
2024-01-11,49.222999572753906
2024-01-12,49.215999603271484
